chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.29621217,1724.9803448895739,1566.029298007088,3689.3069705447633,0.10193201013513513,-135.6799,142.2255,-49.462673,42.3414,-45.205917,19.517094,2.9905517,-6.5833197,25.06345,-7.20093,3.532349,0.2524114,10.82667,4.7190027,-5.223222,1.388533,-2.7001472,3.1318834,-6.249885,3.0359418,catAngry
0.28746814,1774.4133550202112,1595.6476336130438,3854.005692644817,0.10775930513211382,-167.91959,145.03506,-56.844757,46.80968,-50.27934,20.946526,0.12081743,-7.252408,26.61533,-7.442993,4.871875,-1.6119956,12.278955,1.9304211,-4.407799,0.9787585,-1.9347879,3.2110922,-6.522714,3.60597,catAngry
0.29461324,1831.9576307222887,1699.1938429125228,3976.2223527238175,0.10371687605574324,-125.79136,132.04077,-44.82618,43.074997,-47.84696,26.40133,-6.775392,4.3880653,15.268928,-0.4677524,0.6668926,-0.7087937,14.631886,-2.5191195,3.016514,-7.4252944,4.201657,-2.473982,-3.1877563,2.9788349,catAngry
0.29411027,1727.992308093942,1572.5474542883398,3695.9997228673988,0.10185942778716216,-137.71579,144.61417,-50.3006,44.03542,-45.673367,20.515034,2.6163776,-6.3785143,25.37631,-7.8572783,4.2889094,-0.83380705,11.676211,3.413906,-4.6207976,0.3133403,-2.4144428,2.6400616,-6.074366,2.8855891,catAngry
0.29361346,1995.0416705418745,1769.3882872775748,4325.918661581503,0.12325472445101351,-155.18008,124.00223,-48.236576,34.513947,-46.30327,33.67475,-8.264278,10.169338,17.600437,-11.042013,10.624121,1.9238067,10.107892,-9.66777,0.10375893,-0.31477335,-1.0284116,-2.2862022,-2.0072577,1.1873435,catAngry
0.3748524,1925.6646825609287,1694.6413578717847,4089.528289554626,0.11862158587598425,-122.492516,151.74434,-57.65966,58.492447,-58.116825,30.55695,-1.5770707,-10.022425,25.51748,-10.064047,8.369666,-9.656393,10.374148,-2.0319734,-6.8762836,1.0019082,-12.086939,2.7319524,-10.797248,-3.7825458,catAngry
0.38124266,2006.868780358141,1733.4119246815283,4247.830603257665,0.1343372272995283,-154.37506,152.7359,-61.96605,61.256817,-61.29997,34.13625,-2.1312196,-8.718943,25.969107,-11.563936,9.625257,-10.824892,10.97685,-3.6915545,-6.5840564,0.7405734,-12.118729,2.9598827,-11.234241,-3.3940158,catAngry
0.37771735,1999.1455997105993,1774.6777990151,4229.324557086614,0.11945973794291338,-111.477936,138.87921,-49.45369,54.808414,-58.585278,35.23422,-10.146425,1.1182394,14.200395,-1.0848893,2.454327,-7.527085,12.181433,-7.3912396,1.2172595,-8.174065,-3.1431792,-4.687798,-6.0216227,-5.2998505,catAngry
0.37617305,1924.1210757025501,1691.3065840797253,4086.815445066437,0.11775652066929133,-121.30887,150.45586,-56.488426,57.499706,-57.54946,30.277662,-1.3731797,-9.811126,25.032244,-9.858725,8.2015705,-9.689856,10.572462,-2.2018998,-6.4578114,0.48279998,-11.609402,2.4266028,-10.68606,-3.796082,catAngry
0.3786425,2227.336583266585,1907.3610534377385,4691.1015548105315,0.1484144315944882,-144.1744,138.72371,-56.407185,51.30536,-62.38286,49.103546,-21.77778,11.835193,12.297902,-10.806048,8.500708,-8.378541,12.42556,-17.519697,3.5532048,-10.898799,-2.4005053,-2.8009706,-6.155165,11.160139,catAngry
